shap,pred,weights
-0.04806173231619965,0.65153635,800
-0.02062763596569388,0.34721199999999997,800
-0.04162161645927456,0.7116737,800
-0.04162161645927456,0.7116737,800
0.00011604407302232571,0.58941174,800
-0.09440381580729357,0.1524463,800
0.007486354648469506,0.23639092,800
-0.05207532532544668,0.49030393,800
-0.01895121551696955,0.82120717,800
-0.04806173231619965,0.65153635,800
-0.022275747264231274,0.8591958000000001,200
-0.056527676223953785,0.08813722,200
-0.047800546021397335,0.49197578,200
-0.00536004535910246,0.7322246,200
-0.04316349238661424,0.62091845,200
-0.047800546021397335,0.49197578,600
-0.055529972332473705,0.1526936,600
-0.05406349659337222,0.32113359999999996,600
-0.05070474649445054,0.061916415,400
-0.07779121697120456,0.25303605,400
-0.09930116207162487,0.66613007,600
-0.02869477260912485,0.5005231,600
-0.05297973781434327,0.7171633000000001,600
-0.057195696633310734,0.11449641,200
-0.020675287350885342,0.3451717,200
-0.04316349238661424,0.62091845,200
-0.10413287761478722,0.21453863,200
-0.06867016545153311,0.56032526,400
-0.013190939040601748,0.55799264,400
-0.04125882754627597,0.14888182,800
-0.05683210336020214,0.6135398,800
-0.06169832897635424,0.26748088,800
-0.055529972332473705,0.1526936,800
-0.01715552176057961,0.43125588,200
-0.05723438225072255,0.26917404,200
-0.05079037013496071,0.435576,400
-0.047716104142183,0.34410354,400
-0.053817776838198134,0.5885461999999999,200
-0.06494709971394283,0.6844019,400
-0.05070474649445054,0.09707327,400
-0.01895121551696955,0.82120717,200
-0.047716104142183,0.34410354,400
-0.055529972332473705,0.1526936,400
-0.04162161645927456,0.7116737,200
-0.05723438225072255,0.26917404,200
-0.057195696633310734,0.11449641,600
-0.047800546021397335,0.49197578,600
-0.02985152097631165,0.8333302,600
-0.06383192532224335,0.17650862,400
-0.047716104142183,0.34410354,400
-0.0809642910087304,0.22318400000000002,200
-0.05207532532544668,0.49030393,200
-0.04316349238661424,0.62091845,400
-0.047716104142183,0.34410354,400
-0.05207532532544668,0.49030393,200
-0.04581151204038271,0.24839826,200
-0.05207532532544668,0.49030393,200
-0.0419930185125248,0.7257677,200
-0.06323948013490915,0.23210713,400
-0.06518701776357233,0.32577354,400
-0.04316349238661424,0.62091845,200
-0.031311891828361894,0.48114848,200
-0.05207532532544668,0.49030393,200
-0.05079037013496071,0.435576,200
-0.05079037013496071,0.435576,200
-0.0697824918171275,0.15869403,400
-0.05207532532544668,0.49030393,400
-0.051149165462437536,0.3333482,200
-0.06494709971394283,0.6844019,200
-0.04162161645927456,0.7116737,200
-0.08357377898589337,0.45391437,200
-0.055529972332473705,0.1526936,200
-0.007140831471785447,0.6103498,200
-0.005645529414561432,0.3350479,400
-0.08883579960096663,0.15475895,400
-0.09735307298280776,0.46488090000000004,200
-0.007140831471785447,0.6103498,200
-0.04316349238661424,0.62091845,200
-0.013474080348266727,0.29159573,200
-0.04162161645927456,0.7116737,200
-0.047716104142183,0.34410354,200
